text,author,reply,retweet,like,date
"VIRALKAN PEMILIH ANIS MASA DI 1 KELURAHAN ADA 100 RIBU ORANG! SEDANGKAN WARNYA AJA GA SAMPE 10 RIBU pemilih ORANG WOI DI Wilayah Pemilihan PROV. ACEH KAB. NAGAN RAYA KEC. DARUL MAKMUR KEL. ALUE RAYA . 
@KPU_ID
 #kecuranganPemilu2024 #kecuranganpemilu 
@bawaslu_RI
 #pemilu2024",0,0,0,1,2024-02-15T14:36:17.000Z
"Kita dukung Ganjar-Mahfud sampai akhir Gak apa meski gak jd presiden dan wapres di 
@khairul_nanan
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:22:05.000Z
"Alhamdulillah Allah SWT menaikan derajat yg di hina, di keroyok di olok2 dlm Pemilu 2024 semua  simpatisan ada kesamaan suara hati #silentmayority Nonsen Paslon 1 n 3.. tangisan 60% suara mengerus Cara2 kotor",0,0,0,0,2024-02-15T15:31:31.000Z
"yg gw heran, sebagian pejabat yg notabene tau ga berani bersuara lantang soal potensi kecurangan pemilu 2024. tanda tandanya jelas padahal. 

atau sedang wait and see?
tapi masa iya ngebiarin jokowi 3 periode via keturunannya?",0,0,0,0,2024-02-15T15:00:10.000Z
"[ #Pemilu2024 ] Ketika Menemukan Perbedaan Data antara Sirekap dan C.Hasil
#AdadiKompas",0,0,0,0,2024-02-15T15:44:08.000Z
"Pendukung Ganjar-Mahfud adlh agen perubahan yg siap membawa Indonesia menuju masa dpn yg lebih baik 
@KilicMehme46431
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:10:06.000Z
"Jelang pelaksanaan pemilu, Polresta Malang Kota memastikan kesiapan pengamanan dari seluruh personel yang terlibat dibeberapa titik di Kota Malang (13/02/2024)
#Pemilu2024 #Pemilu2024malangkota #Buher2000
#Pengamananpemilu2024 #pemiludamai2024 #PolrestaMalangKota",0,0,0,0,2024-02-15T15:47:54.000Z
"pasca pemungutan  suara Pemilu 2024 yang proses perhitungan suaranya hingga pagi hari, mengerahkan Tim Dokkes Polres Salatiga guna melakukan pemeriksaan kesehatan khususnya terhadap penyelenggara pemilu dan personil pengamanan",1,1,0,0,2024-02-15T15:23:17.000Z
Kapan Gaji KPPS Pemilu 2024 Cair?,0,0,0,0,2024-02-15T14:38:20.000Z
"dngn dedikasi dan kerja kerasnya, pak ganjar-mahfud akan membawa perubahan positif yg dirasakan oleh seluruh rakyat Indonesia 
@Kemalocak623952
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:14:06.000Z
"Pendukung setia Ganjar-Mahfud tau klo masa dpn negara ini ada di tangan mrka, itulah mengapa kita bgtu antusias mendukungnya 
@KabakciZel19780
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:37:48.000Z
"Bangga bngt jd bagian dari tim sukses Ganjar-Mahfud Semoga visi mrka bisa terwujud di masa mendatang 
@kawanbiasasaja
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:00:55.000Z
"GA DI MANA MANA UWU SMUA JIRRR

""dulu kita ketemu pas jaman pemilu 2024"" ",0,0,0,0,2024-02-15T14:36:04.000Z
Dari Pemilu 2024 kita belajar,140,140,32,97,2024-02-15T15:28:32.000Z
"dlm setiap langkahnya, pak ganjar-mahfud selalu memperhatikan kepentingan rakyat Kita bangga jd pendukung mrka 
@KeL_BangJali
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:08:05.000Z
"Peringati Isra Miraj 1445 H, Divisi Humas Polri Harap Pemilu 2024 Berjalan Damai",0,0,0,0,2024-02-15T15:39:06.000Z
"Kapolda Papua memastikan Situasi Pencoblosan Aman dan Kondusif

Kepala Kepolisian Daerah Papua Irjen Pol. Mathius D. Fakhiri, S.I.K menyebutkan situasi pencoblosan Pemilu 2024 di wilayah hukum Polda Papua berjalan lancar.
""Saya terima laporan dari para Kapolres",0,0,0,0,2024-02-15T15:49:32.000Z
"Ganjar-Mahfud memperjuangkan keadilan sosial dan pemerataan pembangunan, itu yg kita butuhkan 
@kereta279
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:09:07.000Z
"Bersama-sama dngn Ganjar-Mahfud, mari bergerak maju menuju Indonesia yg lebih maju dan sejahtera bagi semua warganya 
@KancoTokso17157
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:35:10.000Z
Real count #pemilu2024,0,0,0,0,2024-02-15T15:50:57.000Z
"Bangga jd bagian dari tim pendukung Ganjar-Mahfud Bersama-sama, kita bisa mencipgakan perubahan besar demi kemajuan bangsa ini 
@kakangdabun
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:53:19.000Z
Peresiden/Wkl Presiden Curang Pemilu 2024 ,0,0,0,0,2024-02-15T15:04:15.000Z
"dngn Ganjar-Mahfud, kita punya harapan baru buat mengatasi masalah korupsi dan nepotisme di negara kita 
@JulianneNi3483
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:35:10.000Z
"Bangga bngt jd bagian dari tim pendukung setia ganjarmahfu2024 Mari trs dukung visi perubahan yg diusungnya @Kappey168 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:45:28.000Z
"Tim dokumenter Dirty Vote, Bang Long (Rempang), Warga Kampung Bayam. Apakah mereka akan baik2 saja setelah ini?
#Pemilu2024",0,0,0,0,2024-02-15T14:40:14.000Z
"Meskipun belum lolos jd presiden 2024, dukungan kita buat Ganjar-Mahfud tetap nggak berubah Kita yakin dia akan trs berjuang 
@Kang_Ojekk
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:53:55.000Z
"mrka adlh pasangan yg saling melengkapi dan siap menjalankan tugas kepemimpinan dngn baik 
@kif1363489
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:10:00.000Z
"Sukses selalu buat paket pemenang hati rakyat, Ganjar-Mahfud 
@KenzMoria
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:10:06.000Z
"Siapa bilang belum jd presiden itu kekalahan? Dukungan trs mengalir buat Ganjar-Mahfud, krna mrka pantas dipilih @KareemAdam22685 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:45:37.000Z
"Alhamdulillah #kpps #pemilu2024 #sirekap 

Bisa KAYA nih kalo tiap hari gajinya segini
Selain kaya uang
KAYA-KAYANYA NGGA GINI BANGET DEH
Tahan kantuk, masuk angin, ngga mandi, ngga boleh pulang RRRRRRRRR

Berangkat jam 14 februari 2024 06.30 - 15 februari 2024 06.00",0,0,0,0,2024-02-15T15:25:46.000Z
"Kapolda Jatim terima kunjungan dari Tim Komnasham RI dalam rangka Pemantauan Pelaksanaan Pengamanan Penyelenggaraan Pemilu Th. 2024 dan Penindakan Terhadap Tindak Pidana Pemilu Th. 2024 di Wilayah Jatim. Kamis, 15 Januari 2024 di Ruang Kerja Kapolda Jatim.

#pemilu2024",0,0,0,2,2024-02-15T15:06:18.000Z
"Pendukung setia Ganjar-Mahfud siap berjuang bersama mrka demi masa dpn Indonesia yg lebih adil dan makmur 
@kavelito26
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T14:59:06.000Z
"gak ada kata terlambat buat berbuat baik bagi negeri ini Mari dukung Ganjar-Mahfud dlm perjuangannya 
@JuliusCaesar77_
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:47:48.000Z
"2029 itu jadwal pemilu selanjutnya. 

Sebuah langkah yg brilian, next level nya dari Jokowi Move kalo Jokowi ngerapel bansos(barang mentah) jelang pemilu 2024, penerusnya bagi2 makan siang (produk jadi) jelang pemilu 2029.
Kemajuan!",0,0,1,0,2024-02-15T15:52:44.000Z
"Serba serbi pemilu 2024 emang agak laen.
Cape banget liat tweet orang sangat menghibur kepusingan perempuan gila ini",0,0,0,0,2024-02-15T14:35:38.000Z
"dngn Ganjar-Mahfud, Indonesia akan menjd negara yg lebih maju dan adil bagi semua kalangan masyarakatnya 
@kaka01289725
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:51:01.000Z
"kamis pertama setelah pemilu

#Pemilu2024 #Pilpres2024",0,0,0,0,2024-02-15T15:50:56.000Z
"Selalu ada harapan baru di setiap langkah perjalanan Ganjar-Mahfud menuju kesuksesan 
@karmatiranda
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:49:41.000Z
"Bangga bngt jd pendukung setia Ganjar-Mahfud Dia adlh pemimpin yg tau apa yg dibutuhkan oleh rakyatnya 
@KaracamNac94762
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:41:17.000Z
"Kita dukung Ganjar-Mahfud krna mrka adlh pemimpin yg memiliki integritas tinggi dan gak mudah terpengaruh oleh kepentingan pribadi 
@kadiekdtuhayang
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:48:02.000Z
"Pendukung setia Ganjar-Mahfud tau klo mrka adlh pemimpin yg berintegritas dan memiliki dedikasi tinggi dlm menjalankan tugasnya sebagai pemimpin negara nanti 
@jv_jv4
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:41:10.000Z
"Sukses atau gaknya di pemilu 2024 bkn ukuran keberhasilan dukungan kita kepada Ganjar-Mahfud Tetap semangat 
@kassjjo
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:43:08.000Z
"Kapolda Riau Irjen Pol Mohammad Iqbal, S.I.K., M.H, tinjau lokasi TPS pastikan Pemilu 2024 berjalan aman dan kondusif.",0,0,0,1,2024-02-15T15:14:32.000Z
"dngn Ganjar-Mahfud, ada harapan baru bagi Indonesia: pembangunan infrastruktur modern, lapangan kerja berkualitas, dan kesejahteraan bagi semua warga negara 
@KaMPungHoki_
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:37:51.000Z
"Dukungan kami buat Ganjar-Mahfud adlh bentuk nyata klo generasi muda peduli dngn masa dpn bangsa ini 
@juragansalep99
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:43:08.000Z
"jgn ragu buat memberikan suaramu kepada Ganjar-Mahfud mrka adlh harapan baru buat masa dpn negeri ini 
@Junaediadam212
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:46:28.000Z
"Selalu bangga jd bagian dari tim Ganjar-Mahfud mrka adlh pemimpin yg visioner dan berjiwa sosial tinggi 
@knight_avatar
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:04:20.000Z
Brutal dan gila pemilu 2024,1,1,0,1,2024-02-15T15:39:09.000Z
"Bersama Pak Ganjar dan Pak Mahfud, kita yakin akan ada perubahan positif yg akan dirasakan oleh seluruh rakyat Indonesia 
@kecubung2609
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:11:29.000Z
"mrka adlh pemimpin yg bisa mendengarkan suara rakyat dan menghadirkan solusi nyata 
@kht01263
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:09:07.000Z
"Bersama-sama mendukung Ganjar-Mahfud adlh bentuk solidaritas generasi muda dlm memperjuangkan masa dpn bangsa yg lebih cerah 
@JuveSince1985
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:38:38.000Z
"Ganjar-Mahfud, kalian adlh inspirasi bagi kami buat trs berjuang demi masa dpn yg lebih baik 
@kasanudin2006
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:44:34.000Z
"Dukungan kami buat Pak Ganjar dan Pak Mahfud nggak ada batasnya Kita yakin mrka bisa membawa perubahan yg positif buat negeri ini 
@KatrokSakura
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:37:56.000Z
Banyak ambil pelajaran dari pemilu 2024 ini,0,0,1,0,2024-02-15T15:12:05.000Z
"Setiap langkah dari tim pemenang ini membawa harapan baru bagi Indonesia: Ganjar-Mahfud 
@KEVINSI81246502
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:00:04.000Z
Gubernur Daerah Istimewa Yogyakarta Sri Sultan Hamengku Buwono X meminta masyarakat kembali menyatukan sikap bersama setelah masing-masing menentukan pilihan pada pemungutan suara Pemilu 2024.,0,0,0,2,2024-02-15T14:53:53.000Z
"TERIMA PERBEDAAAN JAGA PERSATUAN
Ayo Sukseskan Pemilu 2024 Yang Aman Dan Damai

#DamaiPemiluIndonesia
#JabarAmanDamai
@divisihumaspolri

@spripim
.polri",0,0,0,0,2024-02-15T15:24:11.000Z
"dlm perjuangan ini, kita semua adlh satu tim yg solid buat mendukung Ganjar-Mahfud sampai akhir 
@KarlaCrypt84067
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:48:03.000Z
"jgn prnh ragu mendukung pemimpin seperti Ganjar-Mahfud, krna dia tau apa yg dibutuhkan oleh rakyatnya 
@kangmas_99
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:35:04.000Z
Rano Karno Dirikan Kamar Hitung Pemilu 2024,0,0,0,0,2024-02-15T14:56:36.000Z
"trslah berjuang, pak Ganjar dan pak Mahfud Kalian adlh inspirasi bagi kami semua buat selalu memperjuangkan keadilan sosial 
@kiszt4z
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:01:19.000Z
"Bangga jd pendukung Ganjar-Mahfud yg punya semangat juang gak tergoyahkan 
@kentangrbuss
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:00:11.000Z
"Pernahkan kalian bertanya-tanya, bagaimana cara Warga Binaan Pemasyarakatan menyalurkan hak suaranya di ajang pesta demokrasi?

Yuk simak infografis berikut ini!!

#rutanbanjarnegara
#pemasyarakatan
#kumhampasti
#kemenkumhamjateng
#pemilu2024",1,1,0,0,2024-02-15T14:40:52.000Z
Pemilu 2024 Bukit kesuksesan bangsa,0,0,0,0,2024-02-15T14:42:16.000Z
"Mari bersama-sama mendukung pemimpin seperti Ganjar-Mahfud, krna dia peduli pada rakyatnya dan berusaha membuat perubahan nyata 
@kank_suprie
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:37:39.000Z
"Potret Raline Shah saat Nyoblos di Pemilu 2024, Warganet: Petugas KPPS dapat Rezeki https://cantika.com/read/1833880/potret-raline-shah-saat-nyoblos-di-pemilu-2024-warganet-petugas-kpps-dapat-rezeki?utm_source=Twitter&utm_medium=dlvr.it #TempoCantika",0,0,0,3,2024-02-15T15:36:07.000Z
"1.Kepala Kantor Wilayah Kemenkumham Sumsel Ilham Djaya Apresiasi  sebanyak 13.519 WBP atau 85% yang ada di Lapas/Rutan/LPKA se-Sumsel yang turut serta mencoblos dalam pemilu 2024.
 
@Kemenkumham_RI
 

@kumham_sumsel
 
Ilham Djaya
#kumhamsumsel 
#Ilhamdjaya",2,2,2,0,2024-02-15T15:00:59.000Z
"Cek TEMPAT SOFTLENS LOVE YUPI NOBOTOL TETES dengan harga Rp8.000. Dapatkan di Shopee sekarang! https://shope.ee/8KRHDibSvA?share_channel_code=7
Prabowo #malamjumat SIAPA SANGKA #Pemilu2024 Nyoblos",0,0,0,0,2024-02-15T15:33:04.000Z
Salah satu indikator utama demokrasi di Indonesia yang telah dilaksanakan pada tanggal 14 Februari 2024 dengan adanya demo ketidakpuasan hasil pemilu 2024 yang dimenangkan sementara oleh 02 Prabowo-Gibran (PG),0,0,0,0,2024-02-15T14:34:27.000Z
"keseruan Pemilu kemarin nih gengs!  
@anggis_devaki
 
@marionjolamj
 
@boywilliam
 
@faithcns
  #pemilu2024",0,0,0,1,2024-02-15T15:28:28.000Z
"Bersama-sama kita wujudkan cita-cita besar bangsa dngn dukungan kepada Ganjar-Mahfud 
@ki_tanggono
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:16:09.000Z
"Saya pribadi melihat sepertinya hrs ada PERAMPINGAN jmlh partai politik di Indonesia

Pemilu 2024 ini terdapat 18 partai nasional & 6 tambahan partai lokal di Aceh

Begitu jg jumlah calon DPR, DPRD, DPD yg bisa mencapai belasan org (khusus DPD)

#Prabowo #Jokowi #realcount #kpu",1,1,0,1,2024-02-15T15:19:45.000Z
Prabowo || Tintanya || Nyoblos || Tolol || Madura || #Pemilu2024 || Selamat 02 || Bu Mega || Real Count || Quick Count || KPPS || Adul || Ganjar || Jokowi || Silent || 300 FK || Saksi,0,0,0,0,2024-02-15T15:13:09.000Z
"Bangga bngt jd pendukung Ganjar-Mahfud mrka keren bngt, pantas jd pemimpin bangsa kita 
@KilicMehme80866
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:11:47.000Z
"Baca Berita
Bawaslu: Pemenang Pilpres Ditentukan Hitung Manual, Bukan Sirekap

seru nih PDIP kayanya jadi oposisi koalisi indonesia maju
#Pemilu2024 

https://shope.ee/10egURpKev",0,0,0,0,2024-02-15T15:41:04.000Z
Walaupun kemampuan saya terbatas namun saya tidak suka berbuat curang dan juga dicurangi. Karena itu tidak ridho rela dipimpin pemimpin yang curang. #Pemilu2024,0,0,0,0,2024-02-15T15:47:59.000Z
"Analisis Pemilu2024 - Muhammad Ismi https://harakahdaily.net/index.php/2024/02/14/analisis-pemilu-2024-muhammad-ismi/ via 
@harakahdailyHD",0,0,0,0,2024-02-15T14:36:36.000Z
"Pendukung Ganjar-Mahfud tetap bersatu dan kuat meski belum menang di pilpres 2024, semangat trs 
@Kholid_671
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:10:05.000Z
"gak ada kata menyerah dlm kamus mrka Bersama-sama dngn Ganjar-Mahfud, mari wujudkan perubahan yg lebih baik 
@JunaidiSap84790
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:51:22.000Z
"Tetap optimis sebagai pendukung Ganjar-Mahfud yg gigih Meskipun gak menang di pilpres 
@Khanif26026571
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:03:04.000Z
"PDIP
#Pemilu2024
#DemokrasiSukses
KPPS
Indonesia
Quick Count
Djumono
Djumono
Sirekap
Jokowi
RIP DEMOKRASI
Senayan
Happy Valentine
PBOWoGBRan PILIHANKita
Di TPS
Bawaslu",0,0,0,0,2024-02-15T14:44:42.000Z
"Kabiddokkes Polda Metro Jaya Kombes Pol. Dr. Hery Wijatmoko, Sp.F., DFM. Memberikan pelayanan kesehatan kepada para petugas pengamanan pemilu 2024.",0,0,0,0,2024-02-15T15:02:25.000Z
"LINK DAFTAR: http://bostotonusantara.com/register?referral_code=dewadewi77

Group WA: https://chat.whatsapp.com/BBbmniOIUi6DGe2EKSstL8

#ceweidamanpapamu #Pemilu2024 #Pemilu2024 #PemiluCurang #Pemilu #Pemilu2024AmanDamai #pemilu",0,0,0,0,2024-02-15T15:34:45.000Z
"Catatan Pemilu 2024, Kapolres Kep. Yapen, AKBP Herzoni Saragih Tinjau Pergeseran Logistik KPUd Yapen",0,0,0,0,2024-02-15T14:37:32.000Z
Kunto Aji Bikin Heboh Setelah Jadi Anggota Pengamanan TPS di Pemilu 2024 https://beritasatu.com/bersatu-kawal-pemilu/2799907/kunto-aji-bikin-heboh-setelah-jadi-anggota-pengamanan-tps-di-pemilu-2024?utm_source=dlvr.it&utm_medium=twitter #beritasatu #news #berita,0,0,0,2,2024-02-15T15:33:35.000Z
"Mari bersatu padu dukung Ganjar-Mahfud Bersama-sama, kita bisa mewujudkan cita-cita besar bangsa ini 
@KING
 TIMOR 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:11:02.000Z
"Ganjar-Mahfud adlh pemimpin yg gak cuma pandai bicara, tapi juga bertindak nyata buat kemajuan bangsa ini 
@KamisNazmi95631
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:32:55.000Z
"Bersama-sama dngn rakyat, Ganjar-Mahfud siap membangun Indonesia menjd negara yg lebih maju dan sejahtera 
@jupriMd_artwork
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:33:00.000Z
"UPDATE!! 22.10, AYOO ABAAH

#AMINmenang #Pemilu2024",1,1,0,1,2024-02-15T15:11:10.000Z
"Bersama Ganjar-Mahfud, mari jdkan Indonesia lebih baik dari sebelumnya 
@KeramiU59306
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:02:21.000Z
"Puluhan warga di Sampang, Jawa Timur, memarahi ketua KPPS desa Gonokesan karena dugaan surat suara suara sudah tercoblos. Warga Bahkan Hampir berbuat anarkis namun akhirnya bisa didamaikan karena telah terjadi kesalahpahaman.

#iNews #News #Viral #Pemilu2024 #Sampang #KPPS",0,0,0,0,2024-02-15T14:37:12.000Z
"taun 2029 nanti, pasti ada momen bahagia buat pendukung setia Ganjar-Mahfud Keep the spirit high 
@karepkulah
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:38:36.000Z
"telat 15 menit
pliss buka lagi. minimal buat bantu cek 1-1 nih hasil C1 dan inputan sistem di http://pemilu2024.kpu.go.id/pilpres/hitung-suara

Humanies Kawal Pemilu 2024",0,0,1,6,2024-02-15T14:39:32.000Z
#pemilu2024 #pilpres2024 #theelection,0,0,0,0,2024-02-15T14:34:52.000Z
"tapi yang lebih kejam 02 ke 03 . 
Suara 03 dikuras habis  sama 02  ngakak so hard .. 

vidieo ya ada di kubu 03 mereka juga kesel sama 02 

Pemilu 2024 ngakak  
Ngopi dulu ahk depan layar ",0,0,0,0,2024-02-15T14:40:16.000Z
"Ganjar-Mahfud emang pantas jd pemimpin, krna dia selalu mendengarkan suara rakyat dan berusaha mencari solusi terbaik 
@kangandree_
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:35:02.000Z
"Haha 
#Pemilu2024",0,0,0,0,2024-02-15T15:11:14.000Z
"Kita yakin dngn kepemimpinan Ganjar-Mahfud, negara ini akan menjd tempat yg lebih baik buat hidup 
@KapukCep
 
#Pemilu2024
Ganjar |
RIP Demokrasi
",0,0,0,0,2024-02-15T15:34:49.000Z
"Paman
Quick Count
Jabar
Aceh
Perubahan
Abah Anies 8aswedan
Cak Imin
#pemilu2024
#Pilpres2024
#HumaniesTPSDay
#AMINAjaDulu
#AminkanIndonesia
#AniesMuhaimin2024",0,0,0,0,2024-02-15T14:59:03.000Z
