text,author,reply,retweet,like,date
"Suara kita penting untuk menentukan nasib bangsa kedepan.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:28:30.000Z
"Ayo Memilih 14 Februari 2024, Simak yang Perlu Dibawa ke TPS 

#AyoSiapSiapNyoblos ",1,1,8,7,2024-02-12T12:19:26.000Z
"Ayoook datang ke TPS jangan sampe golput.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:45:40.000Z
"Pemilu 2024 dapat berjalan dengan lancar dan sukses.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:12:40.000Z
"Ayo menjadi bagian penentu masa depan bangsa. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:49:07.000Z
"Semuanya sudah siap tinggal berangkat...

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T14:46:14.000Z
"Tentukan pilihanmu sesuai hati nurani. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:33:41.000Z
"tanggal 14 Februari sebagai hari bersejarah dimana masa depan bangsa akan dimulai. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:11:39.000Z
"Ikuti panduan mencoblos agar tidak salah. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:02:33.000Z
"Suara kalian sangat berharga guys.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:51:33.000Z
"Dengan Menggunakan Hak Pilih kita, kita sudah menjadi pahlawan demokrasi 

#AyoSiapSiapNyoblos",5,5,8,6,2024-02-12T12:56:34.000Z
"Jelas, Adanya 5 warna surat suara ini juga menjadi pengingat bagi setiap warga negara untuk berpartisipasi aktif dalam pemilu.      #AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:15:28.000Z
"Selain memasang spanduk, Jeki juga melakukan sosialisasi tahapan Pemilu dan menjaga kamtibmas kepada tokoh agama, tokoh masyarakat, dan warga di Pekanbaru.

#AyoSiapSiapNyoblos",0,0,2,2,2024-02-12T12:23:55.000Z
"Yookk datang ke TPS jangan lupa gunakan hak pilih mu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:50:13.000Z
"Ini sangat memudahkan nanti saat pemilu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:52:21.000Z
"Sesuai Daftar Pemilih Tetap (DPT) anda perlu membawa KTP Elektronik atau Surat Keterangan (Suket) dan Form Model C Pemberitahuan KPU.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:29:16.000Z
"Siap sukseskan Pemilu untuk Indonesia di masa depan 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T15:16:25.000Z
"14 Februari 2024
Jangan males jangan mager
Jadilah pahlawan demokrasi 
Cusss
#AyoSiapSiapNyoblos",4,4,7,6,2024-02-12T13:00:09.000Z
"Jadilah pahlawan demokrasi.

#AyoSiapSiapNyoblos",0,0,1,1,2024-02-12T13:01:16.000Z
"Setuju...!!

Karena dengan kita datang ke TPS dan memilih kita bisa membantu menentukan nasib bangsa kita kedepannnya....

#AyoSiapSiapNyoblos",1,1,5,5,2024-02-12T12:13:11.000Z
"Naah jangan sampai lupa.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:53:19.000Z
"#AyoSiapSiapNyoblos
Disimak ya gaesss biar gak salah ",0,0,0,0,2024-02-12T12:26:02.000Z
"Ayooo nyoblos ke TPS.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:58:14.000Z
"Jangan lupa 14 februari 2024 datang ke TPS.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:48:46.000Z
"Ayooo memilih dengan datang ke TPS.

#AyoSiapSiapNyoblos",0,0,0,1,2024-02-12T13:45:43.000Z
"Partisipasi dan peran serta masyarakat sangat penting.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T14:40:07.000Z
"Kapolresta Pekanbaru Kombes Jeki Rahmat Mustika mengatakan pemasangan spanduk itu bertujuan meningkatkan partisipasi masyarakat dalam Pemilu 2024.

#AyoSiapSiapNyoblos",0,0,2,2,2024-02-12T12:22:42.000Z
"PKS mengajak semua elemen bangsa untuk melahirkan Indonesia yang segar dalam kebinekaan dan keragaman.
#Ber1Coblos8uletOren
#Seger8ener
#AyoSiapSiapNyoblos
Kawal Demokrasi Bersama Alam Kalahkan TukangFitnah Pakar Dirty Vote",0,0,0,0,2024-02-12T13:16:46.000Z
"1 suara kita sangat berharga, mari gunakan hak pilih kita #AyoSiapSiapNyoblos ;",0,0,0,0,2024-02-13T04:53:26.000Z
"Kegiatan ini bertujuan agar masyarakat datang ke TPS. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:42:24.000Z
"Perhatikan cara nyoblos di TPS ya...

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:20:50.000Z
"Mari kita gunakan hak suara kita 
#AyoSiapSiapNyoblos ~",0,0,0,0,2024-02-13T04:48:55.000Z
"Polresta Pekanbaru terus menciptakan suasana yang aman dan damai
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:12:47.000Z
"#AyoSiapSiapNyoblos 
Satu suara sangat berharga untuk masa depan bangsa Indonesia",0,0,0,0,2024-02-12T13:59:40.000Z
"dengan datang ke TPS demi meraih Indonesia yang lebih baik

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:11:23.000Z
"Pilih sesuai hati nurani. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:26:32.000Z
"Yuppz suapaya saat pencoblosan mudah nanti.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:39:43.000Z
"Rugi kalau nggak nyoblos, satu suara sangat berharga sekali

#AyoSiapSiapNyoblos",0,0,1,1,2024-02-12T13:50:25.000Z
"#AyoSiapSiapNyoblos 

Masa depan bangsa ada di tangan kita, pilih dan tentukan pilihan yang tepat sesuai hati nurani.",3,3,7,9,2024-02-12T12:15:14.000Z
"Mendekati hari pencoblosan Pemilu 2024, Polresta Pekanbaru terus menciptakan suasana yang aman dan damai. Salah satunya dengan memasang spanduk ajakan untuk menggunakan hak suara di sejumlah tempat.

#AyoSiapSiapNyoblos",1,1,2,2,2024-02-12T12:43:51.000Z
"Ini sekaligus menjadi simbol keberagaman demokrasi di Indonesia, di mana setiap warna mewakili suara dan aspirasi yang berbeda dari masyarakat.
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T16:41:34.000Z
"#AyoSiapSiapNyoblos

Kenali surat suara yang ada, 5 pilihan dan pilih sesuai pilihan hati nurani!!!",1,1,6,5,2024-02-12T13:31:06.000Z
#AyoSiapSiapNyoblos  untuk menjadi warga negara yang baik demi masa depan bangsa Indonesia.,0,0,0,0,2024-02-12T13:48:21.000Z
"Jadilah penentu masa depan bangsa dengan memberikan suara di TPS pada tgl 14 Februari nanti. 
#AyoSiapSiapNyoblos",4,4,8,8,2024-02-12T13:08:03.000Z
"#AyoSiapSiapNyoblos 

Ingat tinggal 2 hari lagi...
14 Februari 2024 waktunya menentukan pilihan yang tepat untuk menentukan nasib bangsa Indonesia.",2,2,6,7,2024-02-12T12:23:10.000Z
"Siap dukung pemilu damai 2024 untuk Indonesia.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:55:10.000Z
"Ciptakan pemilu damai, Kapolresta Pekanbaru memasang spanduk ajakan ke TPS di beberapa tempat di Pekanbaru. 
#AyoSiapSiapNyoblos",3,3,6,6,2024-02-12T13:04:15.000Z
"Iyaaa dong jangan sampai golput.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:50:46.000Z
"Ayo berbondong-bondong ke TPS untuk memberikan suara di 14 Februari nanti! 
#AyoSiapSiapNyoblos",2,2,7,7,2024-02-12T12:45:03.000Z
"Ayo nyoblos ke TPS tanggal 14 Februari 2024

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:11:45.000Z
"Masyarakat dilibatkan utk berpartisipasi wujudkan pemilu damai
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:28:31.000Z
"Wujudkan pemilu damai, gunakan hak pilih mu utk menentukan masa depan bangsa 
#AyoSiapSiapNyoblos",0,0,1,2,2024-02-12T12:28:40.000Z
"Surat suara pemilu 2024 dlm 5 warna yg berbeda sesuai dgn peraturan KPU no 14 th 2023 yg tlh dipublikasi oleh KPU DIY dlm akun resmi medsos. Warna surat suara tersebut mencerminkan beragamnya pilihan calon yg akan bertarung dlm pemilu.
#AyoSiapSiapNyoblos",1,1,5,6,2024-02-12T13:15:09.000Z
"Iyaa KTP harus di bawa.

#AyoSiapSiapNyoblos",0,0,1,1,2024-02-12T13:18:51.000Z
"Jangan sampai ada yg golput. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:18:27.000Z
"Tanggal 14 Februari besok, jangan lupa gunakan hak pilih kita #AyoSiapSiapNyoblos .",0,0,0,0,2024-02-13T04:49:13.000Z
"Ajakan yang baik untuk masyarakat demi tercapainya pemilu damai.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T15:04:31.000Z
"#AyoSiapSiapNyoblos
14 februari sudah dekat, persiapkan dirimu untuk menjadi penentu masa depan bangsa",2,2,5,7,2024-02-12T12:14:01.000Z
"Kenali 5 warna suarat suara pemilu 2024.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:50:19.000Z
"Jadilah pahlawan demokrasi 
Cusss
#AyoSiapSiapNyoblos",0,0,1,1,2024-02-12T13:10:54.000Z
"Hal yg perlu diperhatikan sebelum berangkat ke TPS. 
#AyoSiapSiapNyoblos",0,0,4,3,2024-02-12T12:50:26.000Z
#AyoSiapSiapNyoblos di pesta demokrasi 5 tahun sekali ,0,0,0,0,2024-02-12T12:15:02.000Z
"Setiap warna akan mewakili salah satu jenis jabatan atau lembaga publik yang diperebutkan. Yaitu memilih Presiden dan Wakil Presiden, Anggota DPR RI, DPD, DPRD Provinsi dan DPRD Kabupaten/Kota.

#AyoSiapSiapNyoblos",2,2,3,4,2024-02-12T13:03:16.000Z
"PKS hadir untuk melindungi hak-hak masyarakat dalam ruang politik yang sehat dan segar.
#Ber1Coblos8uletOren
#Seger8ener
#AyoSiapSiapNyoblos
Kawal Demokrasi Bersama Alam Kalahkan TukangFitnah Pakar Dirty Vote",0,0,0,0,2024-02-12T13:46:32.000Z
"Ayooo gunakan hak pilih mu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:47:16.000Z
"Apresiasi atas langkah polresta pekanbaru.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:05:02.000Z
"Iyaaa sampai golput, yukk gunakan hak suara kalian.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:44:14.000Z
"Iyaaa cek duluu apakah nama udah terdaftar.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:12:08.000Z
"Hari yang sangat penting untuk menentukan pilihan yang tepat.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T15:05:47.000Z
"Jangan sampai masyarakat tidak menggunakan hak pilihnya.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:38:25.000Z
"Ayok ikut berpartisipasi dalam pemilu 2024.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:34:01.000Z
"Ajak seluruh masyarakat untuk menciptakan pemilu damai. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:01:56.000Z
"Jangan sia-siakan hak pilih anda. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:44:45.000Z
"Pengamanan harus terus di lakukan menjelang pemilu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:43:15.000Z
"Datang ke TPS gunakan hak pilih mu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:55:44.000Z
"Terus ciptakan suasana aman jelang hari pencoblosan. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:57:22.000Z
"Semangat menyambut pesta demokrasi 14 Februari 2024......

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:23:42.000Z
"Siap... Semangat sambut pesta demokrasi di negara ini.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T14:02:05.000Z
"Keren nih sampe di buat spanduk.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:34:33.000Z
"PKS, partai yang memberikan suara dan menjadi wakil rakyat yang setia dan segar dalam memperjuangkan aspirasi masyarakat.
#Ber1Coblos8uletOren
#Seger8ener
#AyoSiapSiapNyoblos
Kawal Demokrasi Bersama Alam Kalahkan TukangFitnah Pakar Dirty Vote",0,0,0,0,2024-02-12T13:49:08.000Z
"Warna surat suara tersebut mencerminkan beragamnya pilihan calon yang akan bertarung dalam pemilu kali ini. 
#AyoSiapSiapNyoblos",1,1,3,2,2024-02-12T13:02:59.000Z
"Pemasangan spandukayo nyoblosini mewujudkan Pemilu yang aman, damai, dan kondusif di Kota Pekabaru yang kita cintai ini,"" kata Jeki.

#AyoSiapSiapNyoblos",1,1,3,2,2024-02-12T13:14:59.000Z
"Adanya 5 warna surat suara ini juga menjadi pengingat bagi setiap warga negara untuk berpartisipasi aktif dalam pemilu.
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T16:41:53.000Z
"Makasih kak sangat membantuuu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:25:12.000Z
Lnjt Ayo jadikan tanggal 14 Februari 2024 sebagai momen bersejarah dimana kita sebagai bangsa berdaulat memilih pemimpin dan wakil-wakil rakyat kita.      #AyoSiapSiapNyoblos,0,0,0,0,2024-02-12T12:16:25.000Z
"dengan datang ke TPS demi meraih Indonesia yang lebih baik

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:11:55.000Z
"Ajak masyarakat ikut berpartisipasi pemilu 2024.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:47:54.000Z
"Yook himbau masyarakat untuk menggunakan hak suaranya.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:08:11.000Z
Besok gunakan hak pilih dengan mencoblos sesuai hati nurani #AyoSiapSiapNyoblos :,0,0,0,0,2024-02-13T04:55:47.000Z
"Gunakan hak pilih mu, Jangan golput 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-13T02:12:54.000Z
"Kegiatan ini bertujuan untuk mengajak seluruh masyarakat untuk datang ke TPS. 
#AyoSiapSiapNyoblos",4,4,7,6,2024-02-12T12:54:31.000Z
"#AyoSiapSiapNyoblos 
Pemilu Damai harapan masyarakat Indonesia tanpa adanya keributan.",0,0,0,0,2024-02-12T14:39:15.000Z
"Ayooo memilih jangan sampe golput.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:26:53.000Z
"#AyoSiapSiapNyoblos 
Ayooo.... Siapkan semuanya untuk pemilu damai 2024.",0,0,0,1,2024-02-12T13:53:58.000Z
"Gunakan hak pilih sesuai pilihan hati nurani.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T15:13:06.000Z
"#AyoSiapSiapNyoblos 
Warna yang berbeda dapat membedakan masing-masing surat suara.",0,0,0,0,2024-02-12T15:11:49.000Z
"Saya sangat apresiasi langkah polresta pekanbaru.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:33:18.000Z
"KPU ingin memudahkan pemilih dalam membedakan surat suara untuk setiap jabatan atau lembaga publik. Ini sekaligus menjadi simbol keberagaman demokrasi di Indonesia, di mana setiap warna mewakili suara dan aspirasi yang berbeda dari masyarakat.
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T16:40:23.000Z
Sukseskan      Mari kita ciptakan kondusifitas   pemilu          #AyoSiapSiapNyoblos,0,0,0,0,2024-02-12T12:16:43.000Z
"Okeee sangat membantu, untuk apa saja yang di bawa saat ke TPS.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:44:44.000Z
"Nyimak warna dari Surat suara yg ada
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:20:13.000Z
"Siapkan yang menjadi ketentuan untuk ikut Nyoblos.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T15:15:35.000Z
"Mendekati hari pencoblosan Pemilu 2024, Polresta Pekanbaru terus menciptakan suasana yang aman dan damai.
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T16:45:04.000Z
"Ayoook memilih jangan golput 

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:29:41.000Z
"Ayook gunakan hak suara kita.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:31:08.000Z
"Gunakan hak suara mu di pemilu 14 Februari 2024
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-13T02:13:41.000Z
"PKS hadir sebagai partai yang melawan segala bentuk diskriminasi dan intoleransi dalam masyarakat.
#Ber1Coblos8uletOren
#Seger8ener
#AyoSiapSiapNyoblos
Kawal Demokrasi Bersama Alam Kalahkan TukangFitnah Pakar Dirty Vote",0,0,0,0,2024-02-12T13:48:37.000Z
"Polrestabes Pekanbaru mengajak seluruh warga untuk mencoblos. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:47:02.000Z
"Dukung yuk   Mendekati hari pencoblosan Pemilu 2024,Polresta Pekanbaruterus menciptakan suasana yang aman dan damai. Salah satunya dengan memasang spanduk ajakan untuk menggunakan hak suara di sejumlah tempat.      #AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:14:34.000Z
"KPU mendorong setiap pemilih untuk memahami makna dari setiap warna surat suara dan memilih dengan bijak sesuai dengan keyakinan dan kepercayaan masing-masing.

#AyoSiapSiapNyoblos",1,1,1,1,2024-02-12T13:18:36.000Z
"Kita yg menentukan masa depan bangsa. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:11:20.000Z
"Jadilah pahlawan demokrasi.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:46:43.000Z
"Pilih pemimpin sesuai hati nurani. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:43:29.000Z
"Sukseskan Pemilu Damai aman dan lancar untuk Indonesia.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:58:50.000Z
"dengan datang ke TPS demi meraih Indonesia yang lebih baik

#AyoSiapSiapNyoblos",1,1,2,2,2024-02-12T13:05:35.000Z
"Dengan kerja sama semua pihak, pemilu diharapkan berjalan aman dan damai. 
#AyoSiapSiapNyoblos",3,3,8,7,2024-02-12T13:14:36.000Z
"Kenali 5 warna surat suara pemilu 2024.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:49:40.000Z
"Pemilu sebentar lagi...!

Ayo ke TPS pada tanggal 14 februari 2024, gunakan hak pilih mu untuk menentukan masa depan bangsa.

Ingat jangan sampai golput ya guys...

#AyoSiapSiapNyoblos",1,1,6,7,2024-02-12T12:20:14.000Z
"#AyoSiapSiapNyoblos

Jangan golput...",0,0,0,0,2024-02-12T12:21:14.000Z
"PKS adalah partai yang mengusung Islam rahmatan lil 'alamin dalam kehidupan berbangsa dan bernegara.
#Ber1Coblos8uletOren
#Seger8ener
#AyoSiapSiapNyoblos
Kawal Demokrasi Bersama Alam Kalahkan TukangFitnah Pakar Dirty Vote",0,0,0,0,2024-02-12T13:11:45.000Z
Dukung yuk   Kapolresta Pekanbaru Kombes Jeki Rahmat Mustika mengatakan pemasangan spanduk itu bertujuan meningkatkan partisipasi masyarakat dalam Pemilu 2024      #AyoSiapSiapNyoblos,0,0,0,0,2024-02-12T12:19:26.000Z
"tanggal 14 Februari sebagai hari bersejarah dimana masa depan bangsa akan dimulai. 
#AyoSiapSiapNyoblos",3,3,7,8,2024-02-12T13:07:54.000Z
"Wujudkan pemilu yg damai. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:54:10.000Z
"Yook ciptakan suasana yang aman dan damai saat pemilu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:35:13.000Z
"Cara nyoblos di TPS...

1. Pastikan kamu terdaftar
2. Bawa KTP
3. Datang tepat waktu
4. Kenali calon dan programnya

#AyoSiapSiapNyoblos",1,1,1,1,2024-02-12T12:16:49.000Z
"Jangan sia-siakan hak suara anda. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:21:10.000Z
"Tentukan pilihan tepat sesuai hati nurani.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T14:16:18.000Z
"Suaramu menentukan masa depan bangsa!!
#AyoSiapSiapNyoblos",0,0,2,2,2024-02-12T12:26:25.000Z
"Spanduk untuk mengajak masyarakat datang ke TPS. 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:34:20.000Z
"Pemasangan spanduk di beberapa tempat di Pekanbaru bertujuan untuk meningkatkan partisipasi masyarakat dalam mencoblos. 
#AyoSiapSiapNyoblos",3,3,7,7,2024-02-12T13:16:10.000Z
"14 Februari 2024
Jangan males jangan mager
Jadilah pahlawan demokrasi 

#AyoSiapSiapNyoblos",3,3,7,6,2024-02-12T12:55:55.000Z
"Siap pasti dong datang ke TPS untuk memberikan hak suara.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:55:12.000Z
"Komitmennya menciptakan Pemilu 2024 yang aman dan damai. Dengan kerjasama semua pihak, diharapkan Pemilu 2024 dapat berjalan dengan lancar dan sukses.

#AyoSiapSiapNyoblos

https://pekanbaru.inews.id/read/405512/polresta-pekanbaru-pasang-spanduk-imbauan-ayo-nyoblos-di-pemilu-2024",3,3,4,4,2024-02-12T12:41:09.000Z
"Jan siasiakan Suaramu kawan
#AyoSiapSiapNyoblos ",0,0,0,0,2024-02-12T15:14:08.000Z
"Yaa jadi lebih mudah.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:30:13.000Z
"Lalu, Jeki mengedukasi masyarakat tentang pentingnya menggunakan hak suara.
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T16:47:34.000Z
"Yuupp gunakan hak suara mu.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:07:17.000Z
"Jangan males jangan mager, datang ke TPS.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:55:42.000Z
"Gunakan hak pilih dan jangan sampai golput atau tidak menggunakan hak suaranya.

#AyoSiapSiapNyoblos",4,4,8,9,2024-02-12T12:13:55.000Z
"Dukung yuk   
Sukseskan          #AyoSiapSiapNyoblos",0,0,0,1,2024-02-12T12:18:14.000Z
"Betul jangan golput.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:00:13.000Z
"Yukk tolak Golput
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T12:16:57.000Z
"Ayoo gunakan hak suara kalian.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:58:45.000Z
"PKS, partai yang berkomitmen untuk menciptakan lingkungan yang bersih, hijau, dan segar.
#Ber1Coblos8uletOren
#Seger8ener
#AyoSiapSiapNyoblos
Kawal Demokrasi Bersama Alam Kalahkan TukangFitnah Pakar Dirty Vote",0,0,0,0,2024-02-12T13:47:03.000Z
"Yukk datang ke TPS pada tgl 14 Februari 2024

#AyoSiapSiapNyoblos Golput bukan pilihan. Mari kita sukseskan Pemilu Aman dan Damai 2024,""",1,1,3,3,2024-02-12T13:07:22.000Z
"Golput bukan pilihan. Mari kita sukseskan Pemilu Aman dan Damai 2024,""
#AyoSiapSiapNyoblos",0,0,0,1,2024-02-12T16:46:50.000Z
"Warna surat suara tersebut mencerminkan beragamnya pilihan calon yang akan bertarung dalam pemilu kali ini. Setiap warna akan mewakili salah satu jenis jabatan atau lembaga publik yang diperebutkan.

#AyoSiapSiapNyoblos",0,0,3,3,2024-02-12T12:31:58.000Z
Sukseskan      Mari kita ciptakan kondusifitas   pemilu          #AyoSiapSiapNyoblos,0,0,0,0,2024-02-12T12:20:13.000Z
"Dgn ikut pemilu, kamu menjadi bagian dari pahlawan Demokrasi 
#AyoSiapSiapNyoblos",0,0,0,0,2024-02-13T02:16:06.000Z
"Datang sesuai jam yang sudah di tentukan.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:23:28.000Z
"Ayoook berpartisipasi di pemilu 2024.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:03:33.000Z
"Ingat jangan golput ayok datang ke TPS.

#AyoSiapSiapNyoblos",0,0,0,0,2024-02-12T13:48:28.000Z
